Treść,Kategoria
W następnym roku przypadkowo spotkali się i odnowili znajomość.,1
"Garbacki twierdził, że studiuje na czwartym roku (podobnie jak Małgorzata).",1
Około godziny 9.00 rano Zygmunt przyjechał do Gerharda.,2
Pisarz wpuścił do środka narzeczonego córki chociaż znał go tylko z opowiadań i zdjęć.,2
"Następnie do drzwi zadzwonił Wojtasik trzymając legitymację studencką Garbackiego. Twierdził, że znalazł legitymację mężczyzny, który przed chwilą wszedł do mieszkania.",2
Kiedy Gerhard rozmawiał z Wojtasikiem został przez Zygmunta uderzony w głowę metalową rurką.,1
"Upadł na podłogę, ale próbował czołgać się w stronę pokoju.",2
"Potem dostał cztery ciosy nożem w plecy, a następnie sprawcy zacisnęli wokół jego szyi pasek od spodni.",1
"Potem splądrowali mieszkanie, aby wyglądało na zabójstwo na tle politycznym. Zabrali również drobną biżuterię i czeki podróżne.",1
"W celu zmylenia śledczych zbili zegar i ustawili go na godzinę 11.13, ponieważ swoje ubrania poplamili krwią to przebrali się w rzeczy Gerharda.",1
"Pierwszy mieszkanie opuścił Garbacki, po nim wyszedł Wojtasik.",2
"Zabrał samochód pisarza i przejechał nim na ul. Świętokrzyską. Zabierając auto, chciał stworzyć wrażenie, że polityka nie ma w mieszkaniu i dzięki temu opóźnić wykrycie zbrodni. ",1
"Obaj wrócili do swoich domów, zapewniając sobie alibi ze strony rodziny. W przypadku, gdyby podejrzenia milicji skierowały się w stronę Garbackiego, Wojtasik miał zabić Alicję Gerhard, żeby śledczy myśleli, że rodzinę Gerhardów likwiduje z zemsty lub z celów politycznych jakaś organizacja.",1
"W celu pozbawienia życia Jana Gerharda uderzyli go kilkakrotnie w głowę metalowym narzędziem, powodując wieloodłamkowe złamanie kości czaszki i rozległe ogniskowe stłuczenia mózgu, a gdy ten upadł w wyniku zamroczenia, zadali mu sztyletem rany kłute w okolicy serca, powodując uszkodzenie płuc, a następnie przy użyciu skórzanego paska zacisnęli pętlę na jego szyi, w wyniku których to działań Jan Gerhard poniósł śmierć, po czym zrabowali z jego mieszkania czeki podróżne, biżuterię i garderobę o łącznej wartości około 9 tysięcy złotych i dokonanie wspólnie lub osobno wielu przestępstw m. in. kradzieży i rozbojów.",1
W pierwszym dniu procesu Garbacki przyznał się i poprosił o utajnienie obrad.,1
"W utajnionej części procesu opowiadał, że Małgorzata była ofiarą despotyzmu ojca. Zabijając polityka chciał uwolnić ukochaną spod władzy tyrana.",1
Małgorzata w sowich zeznaniach zaprzeczyła wersji przedstawionej przez byłego narzeczonego.,1
"Wojtasik natomiast podkreślał, że w morderstwo został wciągnięty przez Zygmunta.",1
16 czerwca 1972 roku sąd skazał Zygmunta Garbackiego i Mariana Wojtasika na karę śmierci.,4
"Sąd stwierdził, że morderstwo dokonano z premedytacją wyłącznie w celach rabunkowych i nie dopatrzył się okoliczności łagodzących.",4
"Kiedy dorósł wyjechał do Warszawy. Początkowo pracował w domu towarowym, ale zapisał się do partii i zaczął szybko awansować, a jego status finansowy się poprawił. ",1
"W latach 60. XX w. był dyrektorem warszawskiego Miejskiego Handlu Mięsem, gdzie nadzorował sklepy mięsne w mieście.",1
" Stanisław Wawrzecki żył skromnie, ponieważ wiedział, że posiadanie luksusowych rzeczy groziłoby wpadką. Złoto, które gromadził, zakopywał w ogródku.",1
"Obrońcy mieli mało czasu na zapoznanie się z aktami. Wnosili o zmianę trybu postępowania, lecz wniosek nie został uwzględniony.",4
"Stanisław Wawrzecki przyznał się do przyjmowania łapówek od kierowników sklepów mięsnych, a nie do przywłaszczania mienia sklepowego, o co oskarżył go prokurator.",1
"Gomułka chciał znaleźć kozła ofiarnego, który poniósłby odpowiedzialność za ciągły brak mięsa w kraju. W ten sposób pragnął pokazać, że właśnie przez takie osoby jak Wawrzecki istniał niedobór mięsa na rynku.",1
"Ponoć w ostatnim życzeniu poprosił o papierosa, chociaż nigdy wcześniej nie palił, a kiedy wyciągnął dłoń, ręka mu zesztywniała i nie mógł jej zgiąć, dlatego trzeba było mu włożyć papierosa do ust i go przypalić.",2
"Paweł Wawrzecki, syn Stanisława Wawrzeckiego wierzy, że jego ojciec został uwikłany w sprawę.",2
Jako kanclerz Niemiec doprowadził do odbudowy gospodarczej swojego kraju i integracji z Europą Zachodnią.,1
Wielokrotnie wykazał się dalekowzrocznością i konsekwencją w podejmowanych działaniach.,1
"Adenauer zdał maturę w gimnazjum w Kolonii i podjął studia prawnicze na uniwersytecie we Fryburgu, Monachium i Bonn.",1
"W 1897 roku, po zdaniu egzaminów państwowych i uzyskaniu tytułu urzędnika sądowego, podjął pracę jako asesor sądowy (1901 – 1906) przy prokuraturze w Kolonii.",1
"Jako jeden z nielicznych trzeźwo ocenił sytuację Niemiec na arenie międzynarodowej, co pozwoliło mu na wysunięcie wniosku, iż Niemcy tę wojnę przegrają.",1
"Konrad Adenauer nie ulegał euforii zwycięstw, ale wręcz przeciwnie – rozpoczął gromadzenie żywności (głównie kaszy) przewidując, że sytuacja na froncie może ulec zmianie na niekorzyść Niemiec. Dzięki temu posunięciu mieszkańcy Kolonii mieli co jeść po zakończeniu wojny.",1
"Jednym z jego pierwszych postanowień było podjęcie decyzji o likwidacji pierścienia umocnień wokół miasta, gdyż uważał je za zbędne, a na ich miejsce polecił założyć tereny zielone.",1
"Cechą znamienną polityki Adenauera, która będzie dawała o sobie znać w najważniejszych podejmowanych przez niego decyzjach jest fakt, iż już od roku 1919 pracował on na rzecz pojednania z Francją.",1
"Konrad Adenauer początkowo nie dostrzegał niebezpieczeństwa, jakie groziło ze strony Hitlera.",2
"Były burmistrz Kolonii nie zamierzał jednak poddać się bezpodstawnym zarzutom nazistów i postanowił walczyć o swój majątek, w związku z czym wystosował list do swojego następcy (nazisty) z prośbą o umożliwienie mu obrony przed zarzutami.",1
"By uniknąć śmierci z rąk SS-manów, Adenauer zasymulował zapaść, w wyniku czego przeniesiono go do szpitala więziennego, skąd pod koniec września udało mu się zbiec i ukryć pod fałszywym nazwiskiem.",1
"We wrześniu 1949 roku w wieku 73 lat Konrad Adenauer objął urząd kanclerza, który przyszło mu sprawować aż do roku 1963.",1
Adenauer wielokrotnie reprezentował RFN na arenie międzynarodowej składając oficjalne wizyty przywódcom innych państw.,1
"Choć Adenauer w dalszym ciągu prowadził politykę zdecydowanie antykomunistyczną, zdecydował się nawiązać stosunki dyplomatyczne z ZSRR.",1
"Konrad Adenauer, jako kanclerz RFN, podjął także kwestię relacji z Żydami.",1
"W 1946 r. ukończył szkołę średnią, w rok później rozpoczął studia medyczne na uniwersytecie w Buenos Aires.",1
"W 1956 r., już po przybyciu do Meksyku i poznaniu Fidela Castro, Guevara wziął ślub z Hildą Gadeą, z którą miał córkę – Hilditę.",1
"Na przełomie lat 1951 i 1952 Guevara odbył podróż po Ameryce Południowej i Florydzie, której pozostałością są spisane przez niego „Dzienniki motocyklowe„.",1
W tym samym roku Guevara wyjechał do Meksyku.,1
W stosunku do Ameryki Południowej Stany Zjednoczone prowadziły w omawianym okresie politykę silnej kontroli ruchów o charakterze lewicowym – Biały Dom pojmował je jako potencjalne zagrożenie półkuli zachodniej komunizmem.,4
"Wobec tego Stany Zjednoczone wspierały ruchy prawicowe, niezależnie od tego w jaki sposób była przez nie sprawowana władza. Niezadowolenie społeczne traktowano w takich przypadkach jako sztuczny twór propagandy komunistycznej.",4
"Po jego opuszczeniu w 1955 r. udał się, razem z bratem Raulem i kilkoma rewolucjonistami, do Meksyku, gdzie utworzył, opozycyjny wobec władz kubańskich - Ruch 26 Lipca. ",1
"Guevara, razem z Fidelem i Raulem Castro, schronił się w górach Sierra Maestra na wschodzie wyspy. Tam rozpoczęto formowanie oddziału partyzanckiego.",1
Pod koniec 1958 r. partyzanci zdecydowanie nasilili prowadzone akcje dywersyjne – zasadzki na oddziały armii oraz ataki na miasta.,4
" W okresie walk pełnił funkcję lekarza oddziału partyzanckiego oraz dowódcy drugiej kolumny Armii Powstańczej, liczącej początkowo siedemdziesiąt pięć osób (w późniejszym okresie nawet ponad dwieście).",1
Na zajmowanych przez siebie terenach zakładał szkoły i przychodnie lekarskie.,1
Tydzień później do Hawany wkroczył oddział Castro.,4
"W tym czasie Che przebywał, z powodu złego stanu zdrowia, w nadmorskiej willi w Tarara pod Hawaną.",2
"Jednocześnie Guevara rozpoczął prace nad modernizacją armii kubańskiej. Wychodził z założenia, że konieczne jest podwyższenie jej poziomu edukacyjnego.",1
"Politycy radzieccy zdecydowali się ostatecznie na umieszczenie na wyspie, bez podawania informacji do zachodniej opinii publicznej, rakiet średniego zasięgu z głowicami atomowymi. ",4
"Wobec tego państwo kubańskie rozpoczęło prowadzenie bardziej niezależnej polityki, ponownie powracając do koncepcji rewolucji kontynentalnej.",4
Już w 1963 r. Guevara starał się o stworzenie ogniska partyzanckiego w rodzinnej Argentynie.,1
W 1967 r. Guevara przystąpił do partyzanckiej Armii Wyzwolenia Narodowego w Boliwii.,1
"Che należał do grona sympatyków Związku Radzieckiego. Popierał interwencję ZSRR na Węgrzech w 1956 r., a informacje na temat treści referatu Chruszczowa, wygłoszonego podczas XX Zjazdu KPZR, uważał za spreparowane przez propagandę imperialistyczną.",1
" Podczas krótkotrwałego zatrzymania przez policję w Meksyku w 1956 r., oficjalnie przyznał się do swoich marksistowsko-leninowskich poglądów.",1
"Z kolei w okresie rewolucji nawiązał i zacieśnił stosunki z komunizującą Partią Ludowo-Socjalistyczną (PSP), z której później pochodziła znaczna część jego współpracowników.",1
"W 1934 r. miał kierować strajkiem okupacyjnym w swojej kopalni, po którym został wydalony do Polski.",1
"Tam działał w Komunistycznej Partii Belgii, a w 1943 r. przyłączył się do komunistycznego ruchu oporu.",1
"Biesiadując z sowieckimi konsulami w Krakowie i jeżdżąc z przyjacielskimi wizytami na wschód (głównie do Zagłębia Donieckiego), konsekwentnie umacniał swoje notowania na Kremlu.",1
"Gierek sformował już w tym czasie własną grupę, która grając na dwa fronty współpracowała w różnych kwestiach zarówno z Gomułką, jak i „partyzantami„ Mieczysława Moczara, których w Sekretariacie KC wspierał Ryszard Strzelecki.",1
"Gierek wolał pozostać w Katowicach i czekać na możliwość gry o wyższą stawkę, czyli stanowisko I sekretarza KC PZPR.",1
 W wieku 16 lat wstąpił do Związku Młodzieży Komunistycznej (Komsomołu).,1
"Rok później zbiegł przez „zieloną granicę” do Związku Sowieckiego, aby uniknąć poboru do Wojska Polskiego.",1
"W maju 1925 r. przerzucono go do Polski, gdzie działał w strukturach kierowniczych nielegalnego Komunistycznego Związku Młodzieży Polskiej (KZMP).",1
"Po wyjściu na wolność w 1932 r. został płatnym funkcjonariuszem partyjnym, czyli „zawodowym rewolucjonistą„.",1
 Po ataku Niemiec na Związek Sowiecki 22 czerwca 1941 r. w panice uciekł na wschód.,1
"Zostawił na pastwę losu swoją żonę Rutę z domu Tajch, córkę żydowskiego fabrykanta z Łodzi.",1
"Kierował nim przez 10 lat, jednocześnie od grudnia 1945 r. zasiadając w Biurze Politycznym KC PPR/PZPR. Podpisywał liczne rozkazy i zarządzenia dotyczące zwalczania podziemia niepodległościowego, Kościoła katolickiego i legalnej opozycji (PSL Stanisława Mikołajczyka) oraz funkcjonowania rozbudowanego systemu represji wobec całego społeczeństwa polskiego.",1
"Wówczas Radkiewicz w obawie przed ujawnieniem jego tajemnicy, napisał list do Władysława Gomułki, w którym przyznał się do ukrywanych dotąd  faktów z przeszłości. ",1
Gorliwie zbierał dowody rzekomych zbrodni popełnionych przez Gomułkę i jego towarzyszy.,1
W latach II wojny światowej był komisarzem politycznym i szefem wywiadu w brygadzie partyzanckiej im. Stalina na Białorusi.,1
"Julia „Luna„  Brystigerowa – kobieta inteligentna i gruntownie wykształcona (doktor filozofii Uniwersytetu Jana Kazimierza we Lwowie). Kierowała V departamentem MBP zwalczającym  opozycję polityczną  i Kościół. Osobiście przesłuchiwała więźniów, zyskując przydomek ”krwawej Luny”. Jako kochanka Jakuba Bermana i Hilarego Minca była uważana za szarą eminencję w komunistycznej elicie władzy.",1
"W tej sytuacji coraz mniej interesował się sprawami ministerstwa, oddając się namiętnie ulubionej rozrywce, czyli polowaniom. ",1
"Mazowiecki chciał ten problem rozwiązać w trakcie spotkania z kanclerzem RFN Helmuthem Kohlem, którego zaprosił do Polski. ",1
"Ponadto Mazowiecki obawiał się, że wybór tego miejsca spowoduje mobilizację wśród Polaków na Śląsku, którzy zorganizują ogromną antyniemiecką manifestację, co nie sprzyjałoby koncyliacyjnemu charakterowi spotkania.",2
"Bał się, że straci głosy niemieckich nacjonalistów oraz licznych członków ziomkostw.",2
"Wkrótce po narodzinach Ir Sena, trudy codziennego życia w okupowanej przez Japonię Korei spowodowały, iż rodzina Kim wyemigrowała w celach zarobkowych do Madżurii.",4
"Mając zaledwie czternaście lat założył Związek na Rzecz Obalenia Imperializmu, którego celem było zniesienie japońskiego protektoratu oraz doprowadzenie do niepodległości Korei.",1
"W tym samym roku założył także Pionierski Związek Senar oraz prowadził gazetkę rewolucyjną o tym samym tytule. W następnym roku miał założyć kolejne trzy organizacje, z których ostatnią miał być Komunistyczny Związek Młodzieży Korei.",1
W 1931 r. wojska japońskie wkroczyły na teren Mandżurii.,4
Został dowódcą małego oddziału partyzanckiego walczącego przeciwko wojskom japońskim.,1
" Kim Ir Sen stał się protegowanym znanego chińskiego komunisty Wei Zhengmina, który był wówczas dowódcą jednej z dywizji oraz podlegał w bezpośrednich zależnościach Kang Shengowi, szefowi bezpieczeństwa KPCh.",1
W 1940 roku Japończycy postanowili ostatecznie rozprawić się z komunistyczną partyzantką działającą na terenie Mandżurii.,4
"W sierpniu 1945 r. Związek Radziecki wypowiedział wojnę Japonii, uderzając na Armię Kwantuńską w Mandżukuo.",4
"W konsekwencji operacji kwantuńskiej Armia Czerwona zajęła całą Mandżurię oraz północną część Półwyspu Koreańskiego, aż do 38 równoleżnika, co było uzgodnione z USA na konferencji w Kairze.",4
"15 października 1945 r. sowieckie władze okupacyjne zorganizowały w Phenianie wielki propagandowy wiec polityczny, na który siłą zapędzono 300 tys. Koreańczyków.",4
